alias,char_id,updated_at,internal,card_type
mukku,1078,1641100371621,1,character
alex ver. hn,4116,1641242244850,,character
oniko (fever),1189,1641100372379,1,character
orange nyandragon,1121,1641100372391,1,character
red witch,1289,1656516233708,1,character
マトイ,1413,1656515641913,1,character
月夜の扇子,4352,1663355008840,1,material
knitwork floe/materials,1227,1656741836675,1,material
mirror rafisol,5289,1658479640074,1,character
otsukimi rabbit (red),4352,1663355008819,1,material
moonlit fan,4352,1663355008807,1,material
お月見うさぎ(赤),4352,1663355008858,1,material
latos ver. hw,2109,1665240240934,1,character
ラブハンターラフィソル,1401,1667256874966,1,character
love hunter rafisol/materials,1401,1667256874969,1,material
love hunter's bow and arrow,1401,1667256874968,1,material
ルパン三世,2302,1673648847344,1,character
mantoheehee,1087,1670096277234,1,character
マントヒヒ,1087,1670096277234,1,character
majo rika,1342,1673648848301,1,character
majo rika/red,1342,1673648848302,1,character
マジョリカ,1342,1673648848303,1,character
nur,4099,1673649447697,1,character
peachy ringo,1256,1676295050382,1,character
kyubot,2181,1676717640420,1,character
仮面ライダーw,3425,1679771502827,1,character
phoenix hartmann,1360,1641100372653,1,character
player suzaku,1320,1641100371445,1,character
スザク選手,1320,1641100371447,1,character
midori norimaki & turbo,1306,1641100371497,1,character
則巻みどり&ターボ,1306,1641100371499,1,character
midsummer sasori man,1036,1641100371503,1,character
真夏のさそりまん,1036,1641100371505,1,character
ムック,1078,1641100371628,1,character
おに子 (フィーバー),1189,1641100372383,1,character
ナイスバッターアミティ,1321,1641100372108,1,character
ちゃにゃんどら,1121,1641100372395,1,character
フェニックスハルトマン,1360,1641100372658,1,character
ocean prince (matsu),1248,1641100371749,1,character
さかな王子(松),1248,1641100371752,1,character
osomatsu,1245,1641100371823,1,character
おそ松,1245,1641100371827,1,character
shinichi kudou,1274,1641100373851,1,character
super sailor chibi moon,1397,1641100371866,1,character
スーパーセーラーちびムーン,1397,1641100371874,1,character
large compass,1205,1641100371879,1,material
おおきなコンパス,1205,1641100371887,1,material
mecha red umiushi,184455L,1641100371892,1,character
mecha umiushi/red,184455L,1641100371896,1,character
メカレッドうみうし,184455L,1641100371900,1,character
alilim,1244,1641242244856,,character
morolian,4334,1641100416629,1,character
rebecca ver. p3,1281,1641100373010,1,character
postal chico,1258,1641100418359,1,character
morolian/red,1334,1641100372167,1,character
モニカ,1033,1710431873340,1,character
射手座の星矢,4359,1685023125393,1,character
赤い魔獣の石,1033,1710431873328,1,material
monica/materials,1033,1710431873316,1,material
マルス,1089,1689943017841,1,character
red beast stone,1033,1710431873300,1,material
sagittarius seiya,4359,1685023125390,1,character
ニア,1070,1693115616886,1,character
odorigame/red,1004,1706409468517,1,character
red chalice,1032,1710431872470,1,material
mikurisu,1254,1686271828408,1,character
mikurisu/red,1254,1686271828409,1,character
lupinrisu,1304,1686271828532,1,character
oniko,1023,1686318640642,1,character
metal sonic,2225,1687566162806,1,character
neko musume,1366,1688978073481,1,character
meili,1101,1710429470119,1,character
pafair,1124,1701400774565,1,character
osa,1071,1710446284695,1,character
nero ver. p5,1282,1691288433636,1,character
mischievous zenon,1352,1691335246827,1,character
うさぎのテラちゃん,2375,1691336447193,1,character
メイリィ,1101,1710429470120,1,character
大自然を巡るゲンサン,1171,1702130512486,1,character
パフェル,1124,1701400774566,1,character
赤の聖杯,1032,1710431872528,1,material
お月見メルー,1151,1703379344471,1,character
赤の水晶玉,1032,1710431872478,1,material
minoa/materials,1032,1710431872504,1,material
あみぐるみ(紫),1227,1703632591691,1,material
knitted toy (red),1227,1703632591717,1,material
あみものセット,1227,1703632591554,1,material
knitted toy (purple),1227,1703632591686,1,material
dark dice,1374,1704202115538,1,material
knitwork set,1227,1703632591550,1,material
otoshidama hunter patri/materials,1374,1704202115562,1,material
闇のサイコロ,1374,1704202115564,1,material
ラガシュ,2104,1710189376862,1,character
kerorisu,5373,1705667767937,1,character
ケロリス,5373,1705667767940,1,character
tobari,1153,1641100379572,1,character
オレグ,1115,1649736860263,1,character
フェーリ ver.ベアトリス,5420,1652299501414,1,character
emilion,4125,1673648252003,1,character
queenia,1130,1655946821334,1,character
otsukimi knight hilda/materials,4352,1663355008860,1,material
あかきウィッチ,1289,1656516233709,1,character
レグルス,4114,1673650648667,1,character
お月見うさぎ(黄),4352,1663355008862,1,material
otsukimi rabbit (yellow),4352,1663355008823,1,material
お月見ナイトのヒルダ,4352,1663355008859,1,character
ヌール,4099,1673649447697,1,character
ラトス ver.hw,2109,1665240240935,1,character
エミリオン,4125,1673648252004,1,character
ribbitie & amitie,3422,1673569047118,1,character
outlander albert,1384,1678278268507,1,character
異邦の使いアルベルト,1384,1678278268510,1,character
ももいろのりんご,1256,1676295050383,1,character
p3 hero,2275,1641100372454,1,character
p3主人公,2275,1641100372458,1,character
p5 hero,1279,1641100372480,1,character
p5主人公,1279,1641100372484,1,character
p3 heroine,1275,1641100372519,1,character
p3女性主人公,1275,1641100372523,1,character
pole-fishing scylla,1047,1641100373764,1,character
poopboy/red,1315,1641100372810,1,character
レベッカ ver.p3,1281,1641100373014,1,character
red 100-point test,1706,1641100373019,1,character
100-point test/red,1706,1641100373023,1,character
赤い100点テスト,1706,1641100373028,1,character
一本釣りのスキュラ,1047,1641100373769,1,character
poopboy,5315,1641100418693,1,character
モロ星人,4334,1641100416636,1,character
おたよりのチコ,1258,1641100418363,1,character
うんちくん,5315,1641100418698,1,character
あかい大ぷよ,1501,1641100373103,1,character
あかぷよキャンデー,1702,1641100374069,1,character
あかい土星ぷよ,1501,1641100373116,1,character
puyo choco/red,1704,1641100374089,1,character
resta,1122,1641100374911,1,character
red puyo candy,1702,1641100374061,1,character
feli ver. kuromi,5203,1641100373306,1,character
フェーリ ver.クロミ,5203,1641100373310,1,character
messenger bag,1258,1641100373325,1,material
おてがみカバン,1258,1641100373333,1,material
postal cap (yellow),1258,1641100373337,1,material
material puyo/red,1501,1641100380806,1,character
おたよりぼうし(黄),1258,1641100373345,1,material
ppt2 ally,3379,1641242244863,,character
professor daijoubu/red,1324,1641100373424,1,character
red grimoire,1705,1641100373531,1,character
grimoire/red,1705,1641100373535,1,character
おとしだまハンターパトリ,1374,1704202115550,1,character
天馬星座の星矢,4359,1685023125395,1,character
あかいアミティ,1049,1704726119649,1,character
red cuprisu,1206,1686228020405,1,character
cuprisu/red,1206,1686228020406,1,character
あかいカップリス,1206,1686228020406,1,character
meiko,1250,1708877483983,1,character
p5パプリス,1283,1686271828473,1,character
p5 paprisu,1283,1686271828472,1,character
paprisu sarada,1308,1686271828569,1,character
paprisu sarada/red,1308,1686271828570,1,character
milky paprisu,1410,1686271828872,1,character
milky paprisu/red,1410,1686271828873,1,character
おに子,1023,1686318640643,1,character
kerorisu/green,3373,1705667767828,1,character
あかいカバルーン,1056,1710192379753,1,character
ナナオ,1061,1703909832584,1,character
オサ,1071,1710446284696,1,character
red cryptid rune,1051,1710437274429,1,material
caballoon/red,1056,1710192379751,1,character
フェイニィ,1051,1710437274468,1,character
phoeny,1051,1710437274467,1,character
pon'emus,1065,1710445076933,1,character
ポンエムシ,1065,1710445076934,1,character
赤い幻獣のルーン,1051,1710437274432,1,material
ねこ娘,1366,1688978073482,1,character
ネロ,1086,1704891825622,1,character
narukami,4093,1694817984906,1,character
ネロ ver.p5,1282,1691288433637,1,character
いたずらなゼノン,1352,1691335246827,1,character
miyabi,1093,1694817984684,1,character
rabbit tera-chan,2375,1691336447260,1,character
big carro-chan,2375,1691336447259,1,character
おおきいキャロちゃん,2375,1691336447260,1,character
phoeny/materials,1051,1710437274431,1,material
パック,1418,1693398238545,1,character
わだつみのレベッカ,1364,1691853107721,1,character
puck,1418,1693398238543,1,character
ミヤビ,1093,1694817984685,1,character
モモ,1080,1697923935844,1,character
nature braver gensan,1171,1702130512484,1,character
renka,1133,1703106889786,1,character
vermilion feather,1127,1704242323003,1,material
朱色の羽根,1127,1704242323081,1,material
red caballoon,1056,1710192379732,1,character
オサキ,1020,1710183974241,1,character
赤の魔導書,1705,1641100373539,1,character
あかぷよチョコ,1704,1641100374093,1,character
puyo ice/red,1701,1641100374114,1,character
あかい岩ぷよ,1501,1641100373576,1,character
kiyoomi sakusa,3346,1673569047011,1,character
feli ver. beatrice,5420,1652299501413,1,character
praesepe,1113,1656516233249,1,character
medal of the crab,1113,1656516233241,1,material
かにのメダル,1113,1656516233242,1,material
プレセペ,1113,1656516233249,1,character
プリシラ・バーリエル,1416,1656516233584,1,character
king nikochan & servant/green,3309,1673648847543,1,character
ししのメダル,4114,1673650648633,1,material
regulus/materials,4114,1673650648658,1,material
powerpro-kun/materials,1327,1676208747848,1,material
ケロティ&アミティ,3422,1673569047119,1,character
powerpro-kun,1327,1676208747828,1,character
powerpro-kun's bat,1327,1676208747847,1,material
パワプロくんのバット,1327,1676208747849,1,material
red book of secrets,1708,1669256209905,1,character
工藤新一,1274,1659536858526,1,character
book of secrets/red,1708,1669256209911,1,character
赤の秘伝書,1708,1669256209912,1,character
regulus,4114,1673650648666,1,character
パワプロくん,1327,1676208747829,1,character
medal of the lion,4114,1673650648631,1,material
あかい彗星ぷよ,1501,1641100373980,1,character
あかい小ぷよ,1501,1641100373587,1,character
red puyo choco,1704,1641100374085,1,character
あかぷよアイス,1701,1641100374118,1,character
puyo jelly/red,1703,1641100374139,1,character
red puyo ice,1701,1641100374110,1,character
あかぷよゼリー,1703,1641100374143,1,character
red puyo jelly,1703,1641100374135,1,character
red rammit,1220,1641100373688,1,character
rammit/red,1220,1641100373692,1,character
あかラミット,1220,1641100373696,1,character
seared bonito,1047,1641100373748,1,material
カツオのタタキ,1047,1641100373756,1,material
feli ver. puyochron,5216,1641100374937,1,character
あかい王冠ぷよ,1501,1641100373966,1,character
あかい星ぷよ,1501,1641100373993,1,character
red mecha caballoon,184445L,1641100373997,1,character
mecha caballoon/red,184445L,1641100374002,1,character
あかいメカカバルーン,184445L,1641100374006,1,character
puyo candy/red,1702,1641100374065,1,character
レスタ,1122,1641100374916,1,character
postal chico/materials,1258,1641100380191,1,material
フェーリ ver.ぷよクロ,5216,1641100374941,1,character
ダイジョーブ博士,5324,1641100426710,1,character
bonito,1047,1641100374259,1,material
pole-fishing scylla/materials,1047,1641100374263,1,material
カツオ,1047,1641100374267,1,material
りんご ver.うらら,1333,1641100375190,1,character
re:zero ally,2419,1641242244873,,character
